S. No.,Name,Desc,Gender
2381,Vikramaditya ,a famous king,M
2382,Vikramajit ,a famous king,M
2383,Vikramendra,king of prowess,M
2384,Vikrant,powerful,M
2385,Vikranta ,brave,M
2386,Vilas ,play,M
2387,Vilok ,to see,M
2388,Vilokan ,gaze,M
2389,Vimal,pure,M
2390,Vinay,good manners,M
2391,Vinayak ,Lord Ganesh,M
2392,Vineet ,unassuming,M
2393,Vinesh ,godly,M
2394,Vinod,"happy, full of joy",M
2395,Vipan,"sail, petty trade",M
2396,Vipin ,forest,M
2397,Viplab ,floating; revolution,M
2398,Viplav,"drifting about, revolution",M
2399,Vipra ,a priest,M
2400,Vipul,plenty,M
2401,Vir ,brave,M
2402,Viraj,"resplendent, splendour",M
2403,Viral ,priceless,M
2404,Virat,"very big, giant proportioned",M
2405,Virendra ,brave lord,M
2406,Viresh ,brave lord,M
2407,Virochan,"moon, fire",M
2408,Vishal,"huge, broad, great",M
2409,Vishesh ,special,M
2410,Vishnu,"Lord Vishnu, root, to pervade",M
2411,Vishram ,rest,M
2412,Vishva,"earth, universe",M
2413,Vishvajit,one who conquers the universe,M
2414,Vishvakarma,architect of the universe,M
2415,Vishvatma,universal soul,M
2416,Vishwambhar ,the lord,M
2417,Vishwamitra,friend of the universe,M
2418,Vishwanath ,the lord,M
2419,Vishwas,"faith, trust",M
2420,Vishwesh ,the lord Almighty,M
2421,Vismay ,surprise,M
2422,Viswanath,god of universe,M
2423,Viswas ,trust,M
2424,"Vithala, Vitthal ",Lord Vishnu,M
2425,Vivek,judgement,M
2426,Vivekananda ,joy of discrimination,M
2427,Vrajakishore ,Lord Krishna,M
2428,Vrajamohan ,Lord Kirshna,M
2429,Vrajanadan ,Lord Krishna,M
2430,Vrajesh ,Lord Krishna,M
2431,Vrishin ,peacock,M
2432,Vyasa ,the author of Mahabharata,M
2433,Vyomesh,lord of the sky,M
2434,Wadee ,calm,M
2435,Wajeeh ,noble,M
2436,Wali ,protector,M
2437,Waman,short,M
2438,Wasan ,idol ,M
2439,Yadav,"lord Krishna, descedent of Yadu",M
2440,Yadavendra ,lord Krishna ,M
2441,Yadunandan ,lord Krishna ,M
2442,Yadunath,lord Krishna ,M
2443,Yaduraj ,lord Krishna ,M
2444,Yaduvir ,lord Krishna,M
2445,Yagna ,ceremonial rites to God ,M
2446,Yahyaa ,Prophet's name,M
2447,Yajat ,Lord Shiva ,M
2448,Yajnadhar ,Lord Vishnu ,M
2449,Yajnarup ,Lord Krishna ,M
2450,Yajnesh ,Lord Vishnu ,M
2451,Yamajith,another name for Shiva,M
2452,Yash,"victory, glory",M
2453,Yashodhan,rich in fame,M
2454,Yashodhara,one who has achieved fame,M
2455,Yashpal,protector of fame,M
2456,Yashwant,one who has achieved glory,M
2457,Yatin,ascetic,M
2458,Yatindra ,lord Indra ,M
2459,Yayin ,lord Shiva ,M
2460,Yoganand,delighted with meditation,M
2461,Yogendra,god of Yoga,M
2462,Yogesh,god of Yoga,M
2463,Yudhajit,victor in war,M
2464,Yudhisthir,firm in battle,M
2465,Yugma ,"twins, zodiac sign of Gemini ",M
2466,Yukta ,"attentive, skillful ",M
2467,Yuvaraj,"prince, heir apparent",M
2468,Yuyutsu,eager to fight,M
2469,Aashika,lovable,F
2470,Abha,"lustre, shine",F
2471,Abhati,"splendour, light",F
2472,Abhaya,fearless,F
2473,Abhidha,literal meaning,F
2474,Abhidhya,"wish, longing",F
2475,Abhijna,"remembrance, recollection",F
2476,Abhilasa,"desire, wish",F
2477,Abhilasha,desire,F
2478,Abhinithi,"that which is already been performed, friendship",F
2479,Abhiprithi,full of love,F
2480,Abhirathi,pleasure,F
2481,Abhisri,"surrounded by glory, shining, powerful",F
2482,Abhithi,fearlessness,F
2483,Abja,born in water,F
2484,Aboil,the name of a flower,F
2485,Achala,constant,F
2486,Acira,"brief, swift, fast",F
2487,Adarsha,ideal,F
2488,Adhira,lightning,F
2489,Adishree,exalted,F
2490,Aditha,the first root,F
2491,Adithi,"freedom, safety, abundance",F
2492,Aditi,mother of gods,F
2493,Adrija,"of the mountain, another name for parvathi",F
2494,Adrika,celestial,F
2495,Advika,unique,F
2496,Adya,"first, unparalleled",F
2497,Aghanashini,destroyer of sins,F
2498,Agrata,leadership,F
2499,Agrima,leadership,F
2500,Ahalya,"Rishi Gautam's wife, woman rescued by Lord Rama",F
2501,Ahilya,maiden,F
2502,Ahladita,in happy mood,F
2503,Ahladitha,delighted,F
2504,Aishani,Goddess Durga,F
2505,Aishwarya,wealth,F
2506,Ajala,the earth,F
2507,Ajanta,famous Buddist cave,F
2508,Ajeeta,"invincible, unconquerable",F
2509,Akalka,"free from impurity, moonlight",F
2510,Akanksha,"desire, wish",F
2511,Akhila,complete,F
2512,Akriti,diagram,F
2513,Akshaya,indestructible,F
2514,Akshita,seen,F
2515,Aksithi,imperishability,F
2516,Akuti,princess,F
2517,"Alaka, Alka ",a girl with a lovely hair,F
2518,Alaknanda,a river in the Himalayas,F
2519,Alisha,protected by God,F
2520,Alka,lock of curly hair,F
2521,Almas,a diamond,F
2522,Alopa,faultless,F
2523,Alpa,little,F
2524,Alpana,a decorative design,F
2525,"Amala, Amla ",the pure one,F
2526,Amani,"road, one who shows the path",F
2527,Amari,eternal,F
2528,Amarta,immortality,F
2529,Amba,Parvati,F
2530,Ambalika,"mother, one who is sensitive",F
2531,Ambika,Goddess Parvati,F
2532,Ambu,water,F
2533,Ambuda,cloud,F
2534,Ambuja,born of a Lotus; Goddess Lakshmi,F
2535,Amita,limitless,F
2536,Amithi,immeasurable,F
2537,Amiya,nectar,F
2538,Amoda,happiness,F
2539,Amodini,happy girl,F
2540,Amrapali,famous courtesan who became a devotee of Buddha,F
2541,Amrita,immortality,F
2542,Amritkala,nectarine art,F
2543,Amrusha,sudden,F
2544,Amshula,sunny,F
2545,Amulya,priceless,F
2546,Anagha,sinless,F
2547,Anahita,graceful,F
2548,Anala,fiery,F
2549,Anamika,ring-finger,F
2550,Anandalakshmi,goddess of happiness,F
2551,Anandamayi,full of joy,F
2552,Anandi,jovial,F
2553,Anandini,joyful,F
2554,Anandita,happy,F
2555,"Anantha, Anantya","endless, eternal",F
2556,Ananya,matchless,F
2557,Anarghya,priceless,F
2558,Anasuya,without spite or envy,F
2559,Anathi,"modest, respectful",F
2560,Anavi,kind to people,F
2561,Anchal,the decorative end of a sari,F
2562,Anchita,"honoured, worshipped",F
2563,Angana,handsome woman,F
2564,Angarika,"flame coloured flower, Palash or Flame of the Forest",F
2565,Anhithi,"gift, donation",F
2566,Anindita,beautiful,F
2567,Aninditha,"virtuous, venerated",F
2568,Anisha,continuous,F
2569,Anita,grace,F
2570,Anjali,offering,F
2571,Anjalika,one of Arjuna's arrows,F
2572,Anjana,mother of Hanuman,F
2573,Anju,one who lives in heart,F
2574,"Anjushri, Anjushree",dear to one's heart,F
2575,Ankita,"conquered, a signet, symbol",F
2576,Ankitha,with auspicious marks,F
2577,Annapurna,Goddess Parvati; generous with food,F
2578,Anokhi,unique,F
2579,Anshula,sunny,F
2580,Antara,the second note in Hindustani classical music,F
2581,Antini,living in a hermitage,F
2582,Anuga,a companion,F
2583,Anula,"not wild, gentle",F
2584,Anulekha,one who follows destiny,F
2585,Anumati,consent,F
2586,Anunitha,courtesy,F
2587,Anupama,"unique, unparalleled",F
2588,Anuprabha,brightness,F
2589,Anuradha,a bright star,F
2590,Anuragini,beloved,F
2591,Anurati,consent,F
2592,Anusha,"beautiful morning, a star",F
2593,Anushri,pretty,F
2594,Anusri,"glorious, famous",F
2595,Anuva,knowldege,F
2596,Anwesha,quest,F
2597,Anya,Inexhaustible,F
2598,Apala,most beautiful,F
2599,Aparajita,undefeated,F
2600,Aparijita,undefeated; name of a flower,F
2601,Aparna,Goddess Parvati,F
2602,Apeksha,expected,F
2603,Apsara,celestial maiden,F
2604,"Apurva, Apoorva",unique,F
2605,Aradhana,worship,F
2606,Arati,hymns sang in praise of god,F
2607,"Arati, Aaarti ",worship,F
2608,Archa,worship,F
2609,Archan,worship,F
2610,Archana,worship,F
2611,Archisha,a ray of light,F
2612,Archita,one who is worshipped,F
2613,Ariktha,fulfilled,F
2614,Arpana,surrendered,F
2615,Arpita,dedicate,F
2616,Arshia,heavenly,F
2617,Aruna,dawn,F
2618,Arundhathi,fidelity,F
2619,Arundhati,a star,F
2620,Aruni,dawn,F
2621,Arunima,glow of dawn,F
2622,Arushi,"dawn, red sky in the early morning",F
2623,Asavari,name of a raga or melody,F
2624,"Aseema, Ashima ",limitless,F
2625,Asgari,devotee,F
2626,Asha,hope,F
2627,Ashakiran,ray of hope,F
2628,Ashalata,creeper of hope,F
2629,Ashavari,name of a raaga,F
2630,Ashis,benediction,F
2631,Ashna,friend,F
2632,Ashoka,without grief,F
2633,Ashritha,dependant,F
2634,Ashwini,a star,F
2635,Asita,the river Yamuna,F
2636,Aslesha,a star,F
2637,Asmita,pride,F
2638,Asvika,a little mare,F
2639,Atasi,a blue flower,F
2640,Atmaja,daughter,F
2641,Atreyi,name of a river,F
2642,Avani,Earth,F
2643,"Avani, Abani ",earth,F
2644,Avanti,ancient Malwa; Ujjain,F
2645,Avantika,city of Ujjain,F
2646,Ayesha,wife of the Prophet,F
2647,Ayushmati,one who has a long life,F
2648,Bageshri,name of a raaga,F
2649,Bakula,Nagakeshar flower,F
2650,Bala,"an ever 9 year old girl, a young girl",F
2651,Bandhura,pretty,F
2652,Bani,Saraswati,F
2653,Bhagyalakshmi,goddess of wealth,F
2654,Bhairavi,a melody in classical music,F
2655,Bhanuja,river Yamuna,F
2656,Bharati,Saraswati,F
2657,Bhavana,"feelings, sentiments",F
2658,Bhavani,Parvati,F
2659,Bhavya,"grand, splendid",F
2660,Bhuvana,the earth,F
2661,Bina,a musical instrument,F
2662,Bindiya,"drop, point",F
2663,Brinda,Tulasi,F
2664,Cauvery,same as Cavery- name of a river,F
2665,Chadna,love,F
2666,Chahana,"desire, affection",F
2667,Chaitali,born in the month of Chaitra,F
2668,Chaitaly,name of an ancient city,F
2669,Chaitanya,consciousness,F
2670,Chakori,a bird enamoured of the moon,F
2671,Chakrika,Lakshmi,F
2672,Chameli,a creeper with flowers,F
2673,Champa,a flower,F
2674,Champabati,the capital,F
2675,Champakali,a bud of champa,F
2676,Champakavathi,owner of champak trees,F
2677,Champamalini,garland of champa flower,F
2678,Champika,little champa flower,F
2679,Chanasya,delighting,F
2680,Chanchala,restless,F
2681,Chanda,moon,F
2682,Chandalini,glorious,F
2683,Chandana,sandal wood,F
2684,Chandani,a river,F
2685,Chandanika,diminutive,F
2686,Chandika,diminutive of Chandana,F
2687,Chandni,moonlit,F
2688,Chandrabali,Krishna;s girl-friend,F
2689,Chandrabhaga,river Chenab,F
2690,Chandrabindu,crescent moon,F
2691,Chandraja,daughter of the moon,F
2692,Chandrakala,moonbeams,F
2693,Chandraki,peacock,F
2694,Chandrakin,a peacock,F
2695,Chandraleksha,a ray of the moon,F
2696,Chandramathi,as beautiful as the moon,F
2697,Chandramukhi,as beautiful as the moon,F
2698,Chandrani,wife of the moon,F
2699,Chandratara,the moon and the stars conjoined,F
2700,Chandravathi,lit by the moon,F
2701,Chandrika,moonlight,F
2702,Chandrima,the moon,F
2703,Changuna,a good woman,F
2704,Chapala,restless; lighting,F
2705,Charita,good,F
2706,Charitra,history,F
2707,Charu,"beautiful, attractive",F
2708,Charulata,beautiful,F
2709,Charulekha,beautiful picture,F
2710,Charumati,beautiful,F
2711,Charuprabha,beautiful,F
2712,Charusheela,a jewel,F
2713,Charusila,beautiful jewel,F
2714,Charvi,a beautiful woman,F
2715,Chatura,clever,F
2716,Chayana,moon,F
2717,Chellam,pampered,F
2718,Chetana,intelligence,F
2719,Chhabi,picture,F
2720,Chhavvi,"image, radiance",F
2721,Chhaya,shadow,F
2722,Chimayi,blissful,F
2723,Chinmayi,blissful,F
2724,"Chintan, Chintana, Chintanika",meditation,F
2725,Chiti,love,F
2726,Chitkala,knowledge,F
2727,Chitra,"picture, a nakshatra",F
2728,Chitragandha,a fragrant material,F
2729,Chitralekha,as beautiful as a picture,F
2730,Chitrali,a row of pictures,F
2731,Chitramala,series of pictures,F
2732,Chitramaya,worldly illusion,F
2733,Chitrangada,one of Arjuna's wives,F
2734,Chitrani,river Ganga,F
2735,Chitrarathi,with a bright chariot,F
2736,Chitrarekha,picture,F
2737,Chitrita,picturesque,F
2738,Chumban,kiss,F
2739,Dadhija,daughter of milk,F
2740,Daksha,"the earth; Sati, wife of Shiva",F
2741,Dakshakanya,able daughter,F
2742,Dakshata,skill,F
2743,Dakshayani,Goddess Durga,F
2744,Dakshina,a donation to god or priest,F
2745,Dalaja,produced from petals,F
2746,Damayanti,Nala's wife,F
2747,Damini,lightning,F
2748,Darika,maiden,F
2749,Darpana,a mirror,F
2750,Darpanika,a small mirror,F
2751,Darshana,seeing,F
2752,Darshini,the one who blesses,F
2753,Daya,kindness,F
2754,Dayamayee,kind,F
2755,Dayanita,tender,F
2756,Dayita,beloved,F
2757,Debanshi,Deva ansh,F
2758,Deeba,silk,F
2759,Deepa,a lamp,F
2760,Deepabali,row of lamps,F
2761,Deepali,collection of lamps,F
2762,Deepamala,row of lamps,F
2763,Deepana,illuminating,F
2764,Deepanwita,diwali,F
2765,Deepaprabha,fully lighted,F
2766,Deepashikha,flame,F
2767,Deepika,a lamp,F
2768,Deepitha,illuminated,F
2769,Deepta,shining,F
2770,Deepti,flame; lustre,F
2771,Deeptikana,a beam of light,F
2772,Deeptimoyee,lustrous,F
2773,Deshna,gift,F
2774,Devahuti,daughter of Manu,F
2775,Devak,divine,F
2776,Devakanya,celestial maiden,F
2777,Devaki,divine,F
2778,Devalatha,divine wine,F
2779,Devalekha,celestial beauty,F
2780,Devamati,"godly minded, virtuous ",F
2781,Devamayi,devine illuision,F
2782,Devangana,celestial maiden,F
2783,Devasmitha,with a devine smile,F
2784,Devasree,divine beauty,F
2785,Devika,minor deity,F
2786,Devina,resembling a goddess,F
2787,Devya,devine power,F
2788,Devyani,daughter of Shukraacharya,F
2789,Dhanalakshmi,goddess of wealth,F
2790,Dhanapriya,loved by wealth,F
2791,Dhanashri,a raga,F
2792,Dhanishta,a star,F
2793,Dhanya,great,F
2794,Dhanyata,"success, fulfilment",F
2795,Dhara,constant flow,F
2796,Dharani,the earth,F
2797,Dharini,earth,F
2798,Dharitri,the earth,F
2799,Dhatri,earth,F
2800,Dhitha,daughter,F
2801,Dhithi,"thought, idea",F
2802,Dhriti,"courage, morale",F
2803,Dhuthi,"spleandour, lustre",F
2804,Diksha,initiation,F
2805,Dilber,lover,F
2806,Dilshad,happy,F
2807,Disha,direction,F
2808,Diti,wife of the sage Kashyap,F
2809,Divena,blessing,F
2810,Divya,divine lustre,F
2811,Doyel,a songbrid,F
2812,Draupadi,wife of the Pandavas,F
2813,Dristi,eyesight,F
2814,Druthi,softened,F
2815,Dulari,dear,F
2816,Durga,Parvati,F
2817,"Durva, Durba",sacred grass,F
2818,Dwipavati,river,F
2819,Ecchumati,a river,F
2820,Edhitha,"progressed, increased",F
2821,Ehimaya,an all pervading intellect,F
2822,Eka,"matchless, alone, unique",F
2823,Ekadhana,a portion of wealth,F
2824,Ekaja,the only child,F
2825,Ekantha,lovely,F
2826,Ekanthika,devoted to one aim,F
2827,Ekaparana,wife of Himalaya,F
2828,"Ekata, Ektaa",unity,F
2829,Ekavali,single-string,F
2830,Ekisha,one goddess,F
2831,Ekta,unity,F
2832,Ela,cardamom tree,F
2833,Elampirai,young crescent,F
2834,Elavarasi,"youthful, princess",F
2835,Elili,beautiful,F
2836,Enakshi,dear-eyed,F
2837,Esha,desire,F
2838,Eshana,search,F
2839,Eshanika,fulfilling desire,F
2840,Eshanya,east,F
2841,Eshika,"an arrow, dart",F
2842,Eshita,one who desires,F
2843,"Ethaha, Etasha",shining,F
2844,Faiza,gain,F
2845,Fajyaz,artistic,F
2846,"Falguni, Phalguni","born in Falgun, a Hindu month",F
2847,Farha,happiness,F
2848,Faria,a caravan,F
2849,Farida,turquoise,F
2850,"Fatima, Fatma",the prophet Mohammad's daughter,F
2851,Fawiza,successful,F
2852,Firoza,turquoise,F
2853,"Foolan, Phoolan",flowering,F
2854,"Foolwati, Phoolwati",delicate as a flower,F
2855,Fulki,spark,F
2856,Fullara,wife of Kalketu,F
2857,Gagana,the sky,F
2858,Gaganadipika,the lamp of the sky,F
2859,Gaganasindhu,ocean of the sky,F
2860,Gajagamini,majestic- like an elephant's walk,F
2861,Gajalakshmi,lakshmi as graceful as an elephant,F
2862,Gajra,a string of flowers,F
2863,Ganda,knot,F
2864,Gandha,fragrant,F
2865,Gandhali,fragrance of flowers,F
2866,Gandhara,fragrance,F
2867,Gandhari,from gandhara,F
2868,Gandharika,preparing perfume,F
2869,Gandhini,fragrant,F
2870,Ganga,river Ganga,F
2871,"Ganga, Gangotri",sacred river of India,F
2872,Gangika,river Ganga,F
2873,Ganitha,regarded,F
2874,Garati,virtuous woman,F
2875,Gargi,an ancient scholar,F
2876,Gathika,song,F
2877,Gatita,a river,F
2878,Gauhar,a pearl,F
2879,Gaura,a fair woman,F
2880,Gauri,a fair woman; parvati,F
2881,Gaurika,a young girl,F
2882,Gautami,river Godavari,F
2883,Gayana,singing,F
2884,Gayanthika,singing,F
2885,Gayatri,"mother of the Vedas, a goddess",F
2886,Gazala,a deer,F
2887,Geena,silvery,F
2888,Geeta,holy book of the Hindus,F
2889,Geeti,a song,F
2890,Geetika,a little song,F
2891,Geshna,singer,F
2892,Girija,born of a mountain; Goddess Parvati,F
2893,Girika,summit of a mountain,F
2894,Gita,song,F
2895,Gitali,lover of song,F
2896,Gitanjali,an offering of songs,F
2897,Gitika,a small song,F
2898,Godavari,river Godavari,F
2899,Gomati,name of a river,F
2900,Gool,a flower,F
2901,Gopa,Gautama's wife,F
2902,"Gopi, Gopika",a cowherd; cowherd woman,F
2903,Gopika,cowherd girls,F
2904,Gorochana,Goddess Parvati,F
2905,Gourangi,fair complexioned,F
2906,Govindi,a devotee of Lord krishna,F
2907,Grhalakshmi,lakshmi of the house,F
2908,Grhitha,understood and accepted,F
2909,Gudiya,doll,F
2910,Gulab,rose,F
2911,Gulika,ball,F
2912,Gunasundari,made beautiful by virtues,F
2913,Gunitha,proficient,F
2914,Gunjana,buzzing of a bee,F
2915,Gunjika,humming,F
2916,Gunjita,humming of bee,F
2917,Gunwanti,virtuous,F
2918,Gurjari,a raga,F
2919,Gyanada,Goddess Saraswati,F
2920,Habiba,beloved,F
2921,Hafiza,protected,F
2922,Haimavati,"Parvati, Lord Shiva's wife",F
2923,Hamsa,swan,F
2924,Hanima,a wave,F
2925,Hansa,swan,F
2926,Hansanandini,daughter of a swan,F
2927,Hansaveni,another name for Saraswathi,F
2928,Hansika,swan,F
2929,Hansini,swan,F
2930,Hariganga,ganga of Vishnu,F
2931,Harijatha,fair haired,F
2932,Harimanti,born in the season of hemanta,F
2933,Harinakshi,doe-eyed,F
2934,Harini,deer,F
2935,Haripriya,consort of Lord Vishnu; lakshmi,F
2936,Harita,green,F
2937,Harithi,green,F
2938,Harmya,palace,F
2939,Harsha,happiness,F
2940,Harshada,giver of joy,F
2941,Harshini,happy,F
2942,Harshita,happy,F
2943,Harshitha,full of joy,F
2944,Hasanthi,one that delights,F
2945,Hasika,smiling,F
2946,Hasina,beautiful,F
2947,Hasita,happy,F
2948,Hasna,laughing,F
2949,Hasumati,happy,F
2950,Hatisha,with no desire,F
2951,Heera,diamond,F
2952,Hema,golden,F
2953,Hemakshi,golden eyed,F
2954,Hemangi,golden body,F
2955,Hemangini,girl with golden body,F
2956,Hemanti,early winter,F
2957,Hemanya,golden bodied,F
2958,Hemavati,golden Parvati,F
2959,Hemlata,golden creeper,F
2960,Hena,a flower,F
2961,Henna,Mehendi,F
2962,Hetal,friendly,F
2963,Hima,snow,F
2964,Himagouri,Parvati,F
2965,Himani,Parvati,F
2966,Hina,fragrance,F
2967,Hindola,a raga,F
2968,Hiral,lustrous,F
2969,Hiranmayi,golden,F
2970,Hiranya,golden,F
2971,Hiranyadha,giving gold,F
2972,Hirkani,small diamond,F
2973,Hita,lovable,F
2974,Hiya,heart,F
2975,Holika,lighting of ceremonial fire,F
2976,Hoor,a celestial,F
2977,Hradha,lake,F
2978,Husna,beautiful,F
2979,Ibha,elephant,F
2980,Idhika,another name for parvathi,F
2981,Idhitri,one who praises,F
2982,Iha,the earth,F
2983,Ihina,enthusiasm,F
2984,Ihitha,desired,F
2985,Iksha,sight,F
2986,Ikshana,sight,F
2987,Ikshitha,visible,F
2988,Ikshu,sugarcane,F
2989,Ila,"earth, daughter of Manu",F
2990,Ilampirai,young crescent,F
2991,Ilavalagi,young and beautiful,F
2992,Ilavenil,"spring, youthful",F
2993,Ilisha,queen of the earth,F
2994,Ina,mother,F
2995,Inayat,kindness,F
2996,Indira,Goddess Lakshmi,F
2997,Indiya,knowledgeable,F
2998,Indrakshi,one with beautiful eyes,F
2999,Indrani,wife of Indra,F
3000,Indrasena,daughter of King Nala,F
3001,Indratha,power and dignity of Indra,F
3002,Indrayani,the name of a sacred river,F
3003,Indu,moon,F
3004,Induja,Narmada river,F
3005,Indukala,digit of the moon,F
3006,Indulala,moon light,F
3007,Induleksh,the moon,F
3008,Induma,moon,F
3009,Indumati,the full moon,F
3010,Indumukhi,with moonlike face,F
3011,Inika,little earth,F
3012,Iniya,Sweet,F
3013,Inkurali,Sweet voice,F
3014,Ipsa,desire,F
3015,Ipsita,desired,F
3016,Ira,earth; muse,F
3017,Iraja,daughter of the wind,F
3018,Iravati,the river Ravi,F
3019,Isai,music,F
3020,Isha,one who protects,F
3021,Ishana,rich,F
3022,Ishani,"Parvati, wife of Lord Shiva",F
3023,Ishanika,belonging to the north east,F
3024,Ishanya,north east,F
3025,Ishika,paint brush,F
3026,Ishita,mastery; wealth,F
3027,Ishrat,affection,F
3028,Ishwari,goddess,F
3029,Ivy,a creeper,F
3030,Iyalisai,music,F
3031,Jabeen,forehead,F
3032,Jagadamba,mother of the universe,F
3033,Jagathi,of the universe,F
3034,Jagavi,born of the world,F
3035,Jagrati, awakening,F
3036,Jagriti,vigilance,F
3037,Jahanara,queen of the world,F
3038,Jaheel,lake,F
3039,Jahnavi,daughter of Jahnu,F
3040,Jailekha,a record of victory,F
3041,Jaiman,victorious,F
3042,Jaimathi,victorious mind,F
3043,Jaipriya,beloved of victory,F
3044,Jaishree,honour of victory,F
3045,Jaisudha,nectar of victory,F
3046,Jaiwanti,victory,F
3047,Jalabala,a river,F
3048,Jaladhi,treasure of water,F
3049,Jaladhija,Lakshmi,F
3050,Jalahasini,smile of water,F
3051,Jalaja,lotus,F
3052,Jalanhili,as blue as water,F
3053,Jalela,goddess of water,F
3054,Jamini,night,F
3055,Jamuna,s holy river,F
3056,Janaki,Seeta,F
3057,Janani,"mother, tenderness",F
3058,Janhavi,river Ganga,F
3059,Janhitha,one who thinks of the welfare of men,F
3060,Janitha,born,F
3061,Jansi,life-like,F
3062,Januja,daughter,F
3063,Janya,born,F
3064,Jasoda,mother of Lord krishna,F
3065,Jasodhara,mother of Lord Buddha,F
3066,Jaya,Durga,F
3067,Jayalakshmi,the goddess of victory,F
3068,Jayalalita,victorious goddess Durga,F
3069,Jayamala,garland of victory,F
3070,Jayani,a sakti of Ganesha,F
3071,Jayanti,Parvati,F
3072,Jayantika,Goddess Durga; Parvati,F
3073,Jayaprada,giver of victory,F
3074,Jayashree,the goddess of victory,F
3075,Jayashri,goddess of victory,F
3076,Jayati,victorious,F
3077,Jayita,victorious,F
3078,Jayitri,victorious,F
3079,Jayshri,the goddess of victory,F
3080,Jeeval,full of life,F
3081,Jeevankala,art of life,F
3082,Jeevanlata,creeper of life,F
3083,Jeevika,water,F
3084,Jenya,TRUE,F
3085,Jetashri,a raga,F
3086,Jharna,a stream,F
3087,Jhilmil,sparkling,F
3088,Jhinuk,oyster,F
3089,Jigya,curiosity to know,F
3090,Jithya,victorious,F
3091,Jivika,source of life,F
3092,Joel,God,F
3093,Joshita,pleased,F
3094,Jowaki,a firefly,F
3095,Juhi,a flower,F
3096,Jui,a flower,F
3097,Juily,a flower,F
3098,Jyoti,"flame, lamp",F
3099,Jyotibala,splendour,F
3100,Jyotika,light; a flame,F
3101,Jyotirmoyee,lustrous,F
3102,Jyotishmati,lustrous,F
3103,Jyotsna,moon light,F
3104,Kaandhal,attractive,F
3105,Kadambari,Goddess,F
3106,Kadambini,an array of clouds,F
3107,Kadhiroli,"Intelligent, brilliant like a ray of sunlight",F
3108,Kahini,young,F
3109,Kaishori,Goddess Parvati,F
3110,Kajal,eyeliner,F
3111,Kajjali,kohl,F
3112,Kajri,cloud like,F
3113,Kakali,chiping of birds,F
3114,Kala,art,F
3115,Kalaimagal,queen of arts,F
3116,Kalaka,blue,F
3117,Kalandhika,bestower of art,F
3118,Kalanidhi,treasure of art,F
3119,Kalavati,artistic,F
3120,Kali,a bud; Parvati,F
3121,Kalika,a bud,F
3122,Kalindi, Yamuna river,F
3123,Kallol,large waves; gurgling of water,F
3124,Kalpana,"idea, imagination, fancy",F
3125,Kalpini,night,F
3126,Kalpita,imagined,F
3127,Kalya,praise,F
3128,Kalyani,auspicious,F
3129,Kamadha,granting desires,F
3130,Kamakshi,Goddess Lakshmi or Parvati; one with loving eyes,F
3131,Kamala,Goddess,F
3132,Kamalakshi,one whose eyes are beautiful like lotuses,F
3133,Kamali,full of desires,F
3134,Kamalika,Lakshmi,F
3135,Kamalini,lotus,F
3136,Kamalkali,the bud of a lotus,F
3137,Kamana,desire,F
3138,Kamika,desired,F
3139,Kamini,a handsome woman,F
3140,Kamitha,desired,F
3141,Kamna,desire,F
3142,Kampana,unsteady,F
3143,Kamya,beautiful,F
3144,Kana,an atom,F
3145,"Kanak, Kanaka",gold,F
3146,Kanaka,gold,F
3147,Kanakabati,a fairy-tale,F
3148,Kanaklata,golden creeper,F
3149,Kanakpriya,lover of gold,F
3150,Kanan,a garden; forest,F
3151,Kananbala,nympth of the forest,F
3152,Kanchan,gold,F
3153,Kanchana,gold,F
3154,Kanchi,a waistband,F
3155,Kandhara,lute,F
3156,Kangana,a bracelet,F
3157,Kanika,an atom,F
3158,Kanimoli,speaks with a gentle tone ,F
3159,Kanitha,iris of the eye,F
3160,Kanjari,a bird,F
3161,Kankana,a bracelet,F
3162,Kanmani,precious like an eye,F
3163,Kanta,a beautiful,F
3164,Kanti,lustre,F
3165,Kanya,daughter,F
3166,Kanyana,maiden,F
3167,Kapalini,another name for Durga,F
3168,Kapardini,a goddess,F
3169,Kapila,name of the celestial cow,F
3170,Kapotakshi,eyes like a pigeon's,F
3171,Karabi,a flower,F
3172,Karishma,miracle,F
3173,Karuka,heavenly piece of art,F
3174,Karuna,compassion; mercy,F
3175,Karunamayi,merciful,F
3176,Karunya,merciful,F
3177,Kashi,"Varanasi, the holy city",F
3178,Kashmira,from Kashmir,F
3179,Kasturi,musk,F
3180,Katyayani,Goddess Parvati,F
3181,Kaumudi,moonlight,F
3182,Kaushalya,mother of Rama,F
3183,Kaushika,silk,F
3184,Kavana,poem,F
3185,Kaveri,a river,F
3186,Kavika,poetess,F
3187,Kavini,composes beautiful poems,F
3188,Kavita,a poem,F
3189,Kavya,poetry in motion,F
3190,Kayalvili,fishlike bautiful eyes,F
3191,Keertana,"hymn, a song in praise of god",F
3192,Kesar,"pollen, lion",F
3193,Kesari,saffron; a lion,F
3194,Keshi,a woman with beautiful hair,F
3195,Keshika,a woman with beautiful hair,F
3196,Keshini,a woman with beautiful hair,F
3197,Ketaki, a cream coloured flower,F
3198,Ketana,home,F
3199,Keya,a monsoon flower,F
3200,Khyati,fame,F
3201,Kilimoli,pleasing voice,F
3202,Kimaya,divine,F
3203,Kiran,ray of light,F
